Quality_Category,density,pH,sulphates,alcohol
Low,0.993,3,0.49,11.8
Low,0.992,3,0.43,11.6
Low,0.994,3,0.61,10.2
Low,0.997,3,0.46,10.3
Low,0.996,3,0.35,8.6
Low,0.995,3,0.44,9.6
Low,0.996,3,0.45,9.6
Low,0.992,3,0.47,11.3
Low,0.993,3,0.55,9.9
Low,1,3,0.4,9.6
Low,0.995,3,0.6,10.6
Low,0.998,3,0.39,9.8
Low,0.992,3,0.47,10.5
Low,0.994,3,0.51,10.8
Low,0.995,3,0.51,10
Low,0.996,3,0.49,10.1
Low,0.995,3,0.48,9.4
High,0.991,3,0.59,11.5
Low,0.994,3,0.5,10.8
Low,0.992,3,0.43,9.9
Low,0.995,3,0.43,9
Low,0.993,3,0.31,9.4
High,0.994,3,0.44,10.8
High,0.995,4,0.45,10.9
Low,0.998,3,0.38,12
High,0.991,3,0.59,11.5
Low,0.995,3,0.42,10.5
Low,0.995,3,0.37,9.3
Low,0.992,3,0.44,11.8
Low,0.999,3,0.36,10
Low,0.995,3,0.48,9.4
Low,0.994,3,0.68,11.4
Low,0.993,3,0.3,10.4
Low,0.999,3,0.37,9.5
Low,0.991,3,0.32,11.9
Low,0.991,3,0.45,11.1
Low,0.998,3,0.38,9.6
Low,0.993,3,0.47,12
Low,0.995,3,0.42,8.7
Low,0.998,3,0.38,9.6
Low,0.995,3,0.44,10
Low,0.991,3,0.32,11.4
Low,0.995,3,0.45,9.6
Low,0.991,3,0.32,12.9
Low,0.997,3,0.35,9.7
Low,0.998,3,0.51,9.3
Low,0.993,3,0.3,9.1
Low,0.998,3,0.48,8.6
Low,0.994,3,0.42,9.9
Low,0.998,3,0.51,9.3
Low,0.993,3,0.42,10.9
Low,0.992,3,0.43,10.2
Low,0.997,3,0.57,9.7
High,0.992,3,0.51,11.4
Low,0.997,3,0.54,9.5
High,0.993,3,0.54,10.2
Low,0.991,3,0.43,11.1
Low,0.997,3,0.35,9.7
Low,0.996,3,0.43,9.3
Low,0.997,3,0.44,8.8
Low,0.993,3,0.46,10.6
Low,0.996,3,0.44,9.3
Low,0.994,3,0.35,10.2
Low,0.995,3,0.51,10.2
High,0.992,3,0.42,11
Low,0.997,3,0.5,9.6
Low,0.996,3,0.43,9.3
Low,0.997,3,0.44,8.8
Low,0.996,3,0.45,8.8
Low,0.996,3,0.69,8.9
Low,0.992,3,0.38,10
High,0.992,3,0.56,12.2
Low,0.996,3,0.42,10.9
Low,0.994,3,0.72,9.5
Low,0.996,3,0.43,10.9
Low,0.996,3,0.42,10.9
Low,0.992,3,0.4,10.8
Low,0.997,3,0.4,12
Low,0.999,4,0.47,9.8
Low,0.994,3,0.72,9.5
High,0.992,3,0.69,11
High,0.992,3,0.69,11
Low,0.995,3,0.38,9.8
Low,0.995,3,0.44,10.5
Low,0.995,3,0.37,11.4
Low,0.996,3,0.57,10.1
High,0.993,3,0.46,11.6
Low,0.995,3,0.37,11.4
High,0.991,3,0.52,11.8
High,0.991,3,0.43,12.1
Low,0.994,3,0.34,12
High,0.991,3,0.74,12.1
Low,0.995,3,0.46,9.1
Low,0.994,3,0.5,9.3
Low,0.993,3,0.53,10.4
Low,1,3,0.64,9.1
Low,0.995,3,0.54,9.4
Low,0.995,3,0.47,9.6
Low,0.992,3,0.62,12
High,0.994,3,0.34,11.3
Low,0.998,3,0.41,8.7
Low,0.996,3,0.58,9.9
Low,0.997,3,0.4,9.3
Low,0.994,3,0.32,9.5
Low,0.998,3,0.41,8.7
Low,0.996,3,0.58,9.9
Low,0.997,3,0.4,9.3
Low,0.997,3,0.39,9.4
Low,0.994,3,0.41,9.4
Low,1.001,3,0.79,8.8
Low,0.997,3,0.39,9.4
Low,1.001,3,0.79,8.8
Low,0.993,3,0.41,9.9
Low,0.994,3,0.41,9.4
Low,0.991,3,0.37,12.6
Low,0.992,3,0.43,11.1
High,0.991,3,0.32,12.8
Low,0.991,3,0.53,12
High,0.995,3,0.5,12
Low,0.993,3,0.34,9.2
Low,0.99,3,0.44,12.3
Low,0.989,3,0.41,13
Low,0.991,3,0.53,12
Low,0.993,3,0.38,10.9
High,0.991,3,0.32,12.8
Low,0.996,3,0.54,10
Low,0.997,3,0.32,9
Low,0.994,3,0.6,10.4
Low,0.997,3,0.32,9
Low,0.996,3,0.54,10
Low,0.996,3,0.54,10
High,0.995,3,0.43,11.3
High,0.995,3,0.43,11.3
High,0.995,3,0.51,12
High,0.995,3,0.43,11.3
High,0.995,3,0.51,12
Low,0.995,4,0.41,10.6
Low,0.999,3,0.56,9.3
Low,0.995,3,0.54,9.4
High,0.992,3,0.64,11
Low,0.998,3,0.55,9.3
Low,0.995,3,0.54,9.4
Low,0.993,3,0.51,10.5
High,0.992,3,0.64,11
Low,0.998,3,0.52,9.5
Low,0.997,3,0.77,11.2
Low,0.991,3,0.62,12.3
Low,0.998,3,0.44,9
Low,0.997,3,0.38,9
Low,0.998,3,0.44,9
Low,1.001,3,0.82,9
Low,0.992,3,0.42,11.4
High,0.993,3,0.42,11
Low,0.991,3,0.62,12.3
High,0.993,4,0.67,10.4
Low,0.996,3,0.59,10.3
High,0.994,3,0.55,10.5
Low,0.998,3,0.45,9.8
Low,0.997,3,0.46,10
Low,0.995,3,0.47,9.7
Low,0.995,3,0.47,9.7
Low,0.998,3,0.45,9.8
Low,0.995,3,0.66,10.5
Low,0.997,3,0.46,10
High,0.992,3,0.92,11.5
Low,0.996,3,0.39,9.5
Low,0.994,3,0.61,10.5
Low,0.996,3,0.43,10.2
Low,0.998,3,0.5,9.8
Low,0.995,3,0.37,11.6
High,0.993,3,0.38,11.8
High,0.995,3,0.37,10.1
Low,0.992,3,0.5,10.3
Low,0.995,3,0.49,10.4
Low,0.998,3,0.46,8.9
Low,0.998,3,0.46,8.9
Low,0.994,3,0.31,10.8
Low,1,3,0.6,9.2
Low,0.994,3,0.49,9.6
Low,0.992,3,0.37,10.4
Low,0.999,3,0.57,8.7
Low,0.999,3,0.36,9.2
Low,0.999,3,0.63,9.2
Low,0.999,3,0.36,9.2
Low,0.999,3,0.63,9.2
Low,0.999,3,0.63,9.2
Low,0.995,3,0.39,10.2
Low,0.999,3,0.36,9.2
Low,0.993,3,0.32,9
Low,0.999,3,0.43,9.7
Low,1,3,0.42,9.6
Low,0.993,3,0.76,10
Low,0.999,3,0.63,9.2
Low,0.999,3,0.64,9.1
Low,1,3,0.41,8.7
Low,1,3,0.41,8.7
Low,0.995,3,0.44,9.5
Low,0.997,3,0.49,9.5
Low,0.997,3,0.41,8.9
Low,0.997,3,0.41,8.9
Low,0.998,3,0.64,9.9
High,0.99,3,0.62,12.6
Low,0.999,3,0.43,9.7
Low,0.994,3,0.34,10.4
Low,0.998,3,0.49,9.1
Low,0.993,3,0.55,10.4
Low,0.997,3,0.49,9.5
Low,0.997,3,0.41,8.9
Low,0.993,3,0.69,10.6
High,0.992,3,0.59,12
High,0.991,3,0.59,12.5
Low,0.997,3,0.39,9.6
Low,0.996,3,0.42,9.2
Low,0.993,3,0.74,9.9
Low,0.994,3,0.46,11.7
Low,0.995,3,0.5,9.6
Low,0.991,3,0.37,12
High,0.991,3,0.59,12.5
Low,0.996,3,0.42,9.2
Low,0.993,3,0.74,9.9
Low,0.999,3,0.58,8.9
Low,0.999,3,0.66,9
High,0.998,3,0.49,10.2
Low,0.997,3,0.39,9.6
Low,0.995,3,0.41,9.4
Low,0.992,3,0.48,10.4
Low,0.993,3,0.4,10.4
Low,0.993,3,0.43,10
Low,0.993,3,0.43,10
Low,0.993,3,0.41,10.5
Low,0.994,3,0.39,11.4
Low,0.997,3,0.4,10.2
Low,0.997,3,0.41,10.4
Low,0.992,3,0.37,11
Low,0.995,3,0.34,10.1
Low,0.996,3,0.35,9.2
Low,0.992,3,0.66,10.3
Low,0.997,3,0.4,10.2
Low,0.997,3,0.41,10.4
High,0.994,3,0.39,11.1
Low,0.993,3,0.34,9.9
Low,0.996,3,0.38,9
Low,1,3,0.64,8.6
Low,0.996,3,0.38,9
Low,1,3,0.64,8.6
Low,0.997,3,0.52,9.5
Low,0.993,3,0.4,9
Low,0.995,3,0.58,10
Low,0.999,4,0.43,9
Low,0.993,3,0.4,9
High,0.994,3,0.57,10.2
Low,0.995,3,0.44,9.6
Low,1,3,0.46,9.7
Low,0.997,3,0.49,10.2
High,0.993,3,0.34,13
Low,0.996,3,0.74,10.8
Low,1,3,0.46,9.7
Low,0.997,3,0.57,9
Low,0.994,3,0.4,9.9
Low,0.997,3,0.38,9.2
Low,1.002,3,0.58,8.7
Low,0.993,3,0.37,10.1
Low,0.993,3,0.37,10.1
Low,0.996,3,0.64,9.5
Low,0.996,3,0.57,9.9
Low,1.002,3,0.58,8.7
Low,0.996,3,0.46,9
Low,0.998,3,0.38,8.6
Low,0.994,3,0.35,10.5
High,0.997,3,0.56,9.5
Low,0.993,3,0.53,10.1
High,0.993,4,0.79,11.7
Low,0.994,3,0.47,10.7
High,0.993,4,0.79,11.7
Low,0.996,3,0.42,9.2
Low,1.001,3,0.39,8.8
Low,1.001,3,0.39,8.8
Low,0.996,3,0.43,9.5
Low,0.997,4,0.55,10.2
Low,0.997,3,0.5,9.1
Low,0.993,3,0.54,10.5
Low,0.998,3,0.46,9
High,0.999,3,0.46,8.9
High,0.999,3,0.46,8.9
High,0.999,3,0.46,8.9
High,0.999,3,0.46,8.9
High,0.999,3,0.46,8.9
Low,1.001,3,0.62,9.1
Low,0.994,3,0.53,10.1
Low,0.995,3,0.55,10
Low,0.997,3,0.53,9.5
High,0.991,3,0.31,12.3
Low,0.994,3,0.52,9.1
High,0.999,3,0.46,8.9
Low,0.996,4,0.44,9.6
Low,0.993,3,0.45,11.6
Low,0.999,3,0.67,8.8
Low,1,3,0.82,8.9
Low,0.999,3,0.67,8.8
Low,1,3,0.82,8.9
Low,1,3,0.82,8.9
Low,1,3,0.46,9
Low,0.992,3,0.46,10
Low,0.992,3,0.46,10
Low,0.993,3,0.69,11.1
Low,0.993,3,0.45,11.6
Low,0.994,3,0.68,10.6
Low,0.999,3,0.67,8.8
Low,1,3,0.82,8.9
Low,0.992,3,0.58,10.1
Low,0.995,4,0.47,10
High,0.994,3,0.41,12.2
Low,0.992,3,0.53,11
Low,0.995,4,0.47,10
Low,0.992,3,0.45,11.1
Low,0.998,3,0.67,10.4
Low,0.993,3,0.36,11.8
Low,0.994,3,0.66,10.8
High,0.991,3,0.38,12.5
Low,0.993,3,0.36,11.8
High,0.992,3,0.46,11.6
Low,0.998,3,0.67,10.4
Low,0.994,3,0.7,11.5
Low,0.993,3,0.42,10.1
Low,0.997,3,0.53,9.2
Low,0.993,3,0.42,10.1
Low,0.999,3,0.64,9.2
Low,0.995,3,0.42,8.9
Low,0.993,3,0.54,10.1
Low,0.996,3,0.45,8.9
Low,0.996,3,0.45,9.7
Low,0.997,3,0.53,9.2
Low,0.995,3,0.52,11
Low,0.994,3,0.47,10.7
Low,0.992,3,0.54,10.8
Low,0.999,3,0.4,9.8
Low,0.993,3,0.48,11
Low,0.993,3,0.35,10.4
Low,0.993,4,0.41,10.2
Low,0.994,3,0.47,10.7
Low,0.995,3,0.44,9
Low,0.993,3,0.38,10.6
Low,0.997,3,0.59,9.5
Low,0.995,3,0.44,9
Low,0.995,3,0.45,9.2
Low,0.992,3,0.53,11
Low,0.996,3,0.63,9.9
Low,0.993,3,0.38,10.6
Low,0.998,3,0.47,9.3
Low,0.996,3,0.41,9.6
Low,0.996,3,0.42,9.5
High,0.996,3,0.57,9.7
Low,1,3,0.55,9.7
Low,1,3,0.36,8.7
Low,1,3,0.36,8.7
Low,0.992,3,0.38,12.4
Low,0.992,3,0.38,12.4
Low,0.993,3,0.26,10.6
Low,1,3,0.36,8.7
High,0.993,3,0.82,12
Low,0.997,3,0.47,9
Low,0.993,3,0.47,8.8
Low,0.997,3,0.56,9.5
Low,0.993,3,0.4,10.8
Low,0.991,3,0.48,11.4
Low,0.996,4,0.46,10.3
Low,0.995,3,0.75,9.5
Low,0.993,3,0.44,9.9
Low,0.994,3,0.39,10.2
Low,0.994,3,0.39,10.2
Low,0.991,3,0.37,11
High,0.99,3,0.34,12.1
Low,0.995,3,0.51,9.1
Low,0.995,3,0.68,9.5
Low,0.995,3,0.76,9.5
Low,0.995,3,0.79,9.8
Low,0.995,3,0.75,9.5
Low,0.996,4,0.46,10.3
Low,0.995,3,0.67,9.6
Low,0.995,4,0.54,10.2
Low,0.993,4,0.72,10.5
Low,0.996,3,0.41,10.4
Low,0.995,3,0.67,9.6
Low,0.996,3,0.33,10.7
Low,0.996,3,0.34,10.5
Low,0.996,3,0.42,10.6
Low,0.995,3,0.76,9.6
Low,0.995,3,0.76,9.6
Low,0.994,3,0.58,9.5
Low,0.994,3,0.58,9.4
Low,0.994,3,0.38,9.8
Low,0.995,3,0.76,9.6
Low,0.996,3,0.44,9.2
Low,0.996,3,0.38,9.5
Low,0.993,3,0.38,9.2
Low,0.999,3,0.35,9.4
Low,0.999,3,0.35,9.4
Low,0.999,3,0.46,9.3
Low,0.995,3,0.4,9.1
Low,0.998,3,0.4,9.5
Low,1,3,0.35,9.1
Low,0.995,4,0.46,10.6
Low,0.998,3,0.4,9.5
Low,0.991,3,0.56,12.4
Low,0.998,3,0.49,8.7
Low,0.994,3,0.45,8.8
Low,0.995,4,0.46,10.6
Low,0.995,3,0.4,9.1
Low,1.001,3,0.66,9
Low,0.997,3,0.48,10.3
Low,1,3,0.35,9.1
Low,0.997,3,0.55,9.5
Low,1,3,0.37,8.8
Low,1,3,0.37,8.8
Low,1,3,0.37,8.8
Low,0.993,3,0.62,9.9
Low,0.997,3,0.55,9.5
Low,1,3,0.37,8.8
Low,0.99,3,0.37,11.7
Low,0.993,3,0.56,10.8
Low,0.991,3,0.42,12
Low,0.994,3,0.39,10.3
Low,0.997,3,0.38,9
High,0.992,3,0.58,12.2
Low,0.998,3,0.38,9.9
Low,0.997,3,0.38,9
High,0.992,3,0.58,12.2
Low,0.996,3,0.46,10.1
Low,0.999,3,0.55,9.3
Low,0.996,3,0.7,9.5
Low,0.995,3,0.5,9.2
Low,0.992,3,0.72,11.7
Low,0.992,3,0.38,11
Low,1,3,0.38,9.6
Low,1,3,0.38,9.6
Low,0.991,3,0.68,11.9
Low,0.994,3,0.52,10.8
Low,0.997,3,0.55,10.1
Low,0.995,3,0.52,10.9
Low,0.997,3,0.55,10.1
Low,0.994,3,0.31,10.4
Low,0.997,3,0.39,9.2
Low,1,3,0.5,9.6
Low,1,3,0.5,9.6
Low,0.998,3,0.46,9
High,0.992,3,0.74,11.5
Low,0.997,3,0.48,10.2
Low,0.997,3,0.42,9.9
Low,0.995,3,0.4,9.6
Low,0.996,3,0.54,10.6
Low,0.997,3,0.39,9.2
Low,0.992,3,0.46,11.8
Low,0.991,3,0.43,12.2
Low,1,3,0.5,9.6
Low,0.993,3,0.41,10.6
Low,0.994,3,0.45,10.3
Low,0.999,3,0.59,10.2
Low,0.996,3,0.46,10.7
Low,0.992,3,0.31,11.7
Low,0.992,3,0.33,12
Low,0.994,4,0.66,10.6
Low,0.99,3,0.34,12.2
Low,0.995,3,0.48,11
High,0.99,3,0.46,12.4
Low,0.995,3,0.44,9.4
Low,0.992,3,0.33,12
Low,0.998,3,0.35,11.6
Low,0.994,3,0.47,9.4
Low,0.994,3,0.47,9.4
High,0.999,3,0.49,9.1
High,0.999,3,0.49,9.1
High,0.999,3,0.49,9.1
High,0.999,3,0.49,9.1
High,0.999,3,0.49,9.1
Low,0.996,3,0.37,9.2
Low,1,3,0.54,9.2
High,0.999,3,0.49,9.1
High,0.999,3,0.49,9.1
Low,0.996,3,0.37,9.2
High,0.995,3,0.44,9
Low,1,3,0.54,9.2
Low,0.993,3,0.55,10.8
Low,0.998,3,0.46,9.5
Low,0.992,3,0.4,11
Low,0.996,3,0.47,10
Low,0.995,3,0.47,9.5
Low,0.996,3,0.47,10.1
High,0.997,3,0.44,9.5
Low,0.994,3,0.53,9.5
Low,0.994,3,0.42,9.5
Low,0.996,3,0.49,9.4
Low,0.997,3,0.54,9.4
Low,0.991,3,0.51,12.7
Low,0.998,3,0.32,9.7
Low,0.997,3,0.51,9.7
Low,0.997,3,0.54,9.4
Low,0.996,3,0.49,9.4
Low,0.994,3,0.42,9.5
Low,0.99,3,0.38,11.7
Low,0.99,3,0.37,11.7
Low,0.996,3,0.52,9.7
Low,0.997,3,0.52,9.5
Low,0.996,3,0.53,9.1
Low,0.994,3,0.67,10.3
Low,0.996,3,0.52,9.7
Low,0.994,3,0.55,9.9
Low,0.994,3,0.56,9.9
Low,0.997,3,0.6,10.2
Low,0.996,3,0.37,12.1
High,0.992,3,0.64,11.3
Low,0.992,3,0.49,11.4
Low,0.992,3,0.64,12.2
High,0.994,3,0.5,9.9
Low,0.994,4,0.78,10.3
Low,0.992,3,0.64,12.2
Low,0.994,4,0.65,10.4
Low,0.992,3,0.49,11.4
Low,0.998,3,0.4,9.9
Low,0.994,3,0.62,10
Low,0.993,3,0.38,11.5
Low,0.995,3,0.6,10.5
High,0.99,3,0.36,12.5
Low,0.991,3,0.44,10.5
Low,0.998,3,0.4,9.9
High,0.996,3,0.47,11.4
Low,0.998,3,0.42,9.8
High,0.996,3,0.47,11.4
Low,0.999,3,0.44,9.2
Low,0.998,3,0.46,8.9
Low,0.998,3,0.46,8.9
High,0.997,3,0.59,9.5
Low,0.995,3,0.36,11.5
High,0.997,3,0.59,9.5
Low,0.995,3,0.36,11.5
Low,0.994,3,0.45,9.5
Low,0.995,3,0.51,9.7
Low,0.995,3,0.79,9.7
Low,0.997,3,0.46,9.5
Low,0.996,3,0.5,9.4
Low,0.998,3,0.45,9
Low,0.995,4,0.44,10.6
Low,0.997,3,0.46,9.5
Low,0.996,3,0.49,9.1
Low,0.996,3,0.5,9.4
Low,0.997,3,0.54,8.8
Low,0.998,4,0.74,10.4
Low,0.998,3,0.51,8.9
High,0.994,3,0.38,10.6
Low,0.998,3,0.45,9
Low,0.995,4,0.44,10.6
Low,0.992,3,0.45,10.6
Low,0.996,3,0.47,9
Low,1.002,3,0.61,8.8
High,0.994,4,0.6,10.5
Low,0.996,3,0.52,9.5
Low,0.996,3,0.47,9
Low,0.992,3,0.43,10.4
Low,0.995,3,0.46,10
Low,0.992,3,0.68,10.4
Low,0.994,3,0.53,9
Low,0.997,3,0.45,9.3
Low,0.994,3,0.53,9
Low,0.997,3,0.45,9.3
Low,0.995,3,0.45,9
Low,0.992,3,0.44,11.5
Low,0.998,3,0.48,9
Low,0.998,4,0.77,10.4
Low,0.998,3,0.48,9
Low,0.995,3,0.43,10.6
Low,0.998,4,0.77,10.4
Low,0.996,3,0.4,8.5
Low,1,3,0.67,9.3
High,0.994,4,0.66,10.5
Low,0.998,3,0.46,9.9
Low,0.995,3,0.42,10.4
Low,0.995,3,0.47,10.1
High,0.994,4,0.66,10.5
Low,0.998,3,0.49,9.2
Low,0.996,3,0.44,9.4
Low,0.993,4,0.39,10.6
Low,0.996,3,0.44,9.4
Low,0.995,3,0.56,8.7
Low,0.993,4,0.54,10.2
Low,0.993,4,0.55,10.3
Low,0.999,3,0.68,9.5
Low,0.999,3,0.68,9.5
Low,0.999,3,0.68,9.5
Low,0.999,3,0.68,9.5
Low,0.995,3,0.49,9.4
Low,0.995,3,0.49,9.4
Low,0.999,3,0.68,9.5
High,0.991,3,0.58,12.6
High,0.994,4,0.64,10.5
Low,0.994,3,0.56,10.8
Low,0.993,3,0.46,9.9
High,0.991,3,0.58,12.6
High,0.992,3,0.58,12.2
Low,0.995,3,0.37,10
High,0.995,3,0.57,10.6
Low,0.997,3,0.53,9.5
High,0.99,3,0.54,12.8
High,0.992,3,0.58,12.2
High,0.991,3,0.44,12.6
Low,0.999,3,0.45,9.4
Low,0.996,3,0.43,9
Low,0.998,3,0.48,9.1
Low,0.994,3,0.4,9.4
High,0.992,3,0.42,12.2
Low,0.994,3,0.68,10
Low,0.998,3,0.44,9.2
Low,0.995,3,0.49,9.3
Low,0.992,3,0.5,9.8
Low,0.998,3,0.44,9.2
High,0.991,3,0.41,12
Low,0.995,3,0.49,9.3
High,0.991,3,0.63,12.6
Low,0.992,3,0.38,12.2
Low,0.997,3,0.58,11
High,0.991,3,0.39,12
Low,0.998,3,0.44,8.8
Low,0.998,3,0.46,8.9
High,0.991,4,0.48,12.7
Low,0.994,3,0.67,11.8
Low,0.994,4,0.55,10.2
Low,0.992,3,0.61,9.9
Low,0.993,3,0.66,11.1
Low,0.996,3,0.48,9.4
Low,0.993,3,0.36,9.7
Low,0.997,3,0.29,9.7
Low,0.993,3,0.36,9.7
Low,0.997,3,0.29,9.7
Low,0.994,3,0.53,9.8
Low,0.999,3,0.59,9.3
Low,0.992,3,0.42,10.5
Low,0.998,3,0.59,9.3
High,0.99,3,0.6,12.6
Low,1.002,3,0.43,8.9
Low,0.997,3,0.51,10.3
Low,0.994,3,0.67,10.6
Low,0.997,3,0.57,9
Low,0.998,3,0.62,9.7
Low,0.995,3,0.55,9.5
Low,0.996,3,0.59,10.3
Low,0.998,3,0.62,9.7
High,0.992,3,0.59,12.3
Low,0.993,3,0.52,10.5
Low,0.995,3,0.55,9.5
Low,0.997,3,0.49,10
Low,0.998,3,0.44,8.8
Low,0.992,3,0.54,10.9
Low,0.991,3,0.77,12.2
Low,0.998,3,0.62,9.5
Low,0.999,3,0.59,10
Low,0.997,3,0.57,9.6
Low,0.994,3,0.46,8.7
High,0.993,3,0.48,10.7
Low,0.992,3,0.48,11.1
High,0.992,3,0.45,12.5
Low,0.994,3,0.5,10.4
Low,0.992,3,0.37,11.5
Low,0.998,3,0.66,9.4
Low,0.994,3,0.36,9.3
Low,0.997,3,0.49,10.1
Low,0.995,3,0.58,9.7
Low,0.993,3,0.5,10.5
Low,0.998,3,0.42,9.7
Low,0.995,4,0.51,9.2
Low,0.994,3,0.44,9.8
Low,0.997,3,0.52,9
Low,0.997,3,0.49,9.1
Low,0.997,3,0.37,10.4
Low,0.995,4,0.46,10.7
High,0.995,4,0.49,10.5
Low,0.996,3,0.43,9.2
Low,0.991,3,0.4,11.5
Low,0.993,3,0.54,10.4
Low,0.991,3,0.41,12
Low,0.992,3,0.43,12.2
Low,0.991,3,0.41,12
Low,0.996,3,0.46,9.8
Low,1.001,3,0.51,9.3
Low,0.995,3,0.63,9.6
Low,0.995,3,0.64,9.5
Low,0.995,4,0.59,10.2
High,0.993,3,0.46,10.4
Low,0.993,3,0.53,11
High,0.993,3,0.46,10.4
Low,0.998,3,0.41,8.7
Low,0.994,3,0.54,9.9
Low,0.994,3,0.54,9.9
Low,0.991,3,0.45,11.3
High,0.991,3,0.51,12
High,0.993,3,0.5,10.7
Low,0.995,3,0.7,10.1
High,0.994,3,0.49,9.6
Low,0.994,3,0.49,9.6
Low,0.998,3,0.49,8.7
Low,0.996,4,0.59,10.3
Low,1,3,0.66,9.1
Low,0.992,3,0.41,11.8
Low,0.991,3,0.49,11.9
Low,0.993,4,0.57,10.3
Low,0.995,3,0.66,10
Low,0.995,3,0.53,10.2
Low,0.996,3,0.56,10
Low,0.992,3,0.98,12.7
Low,0.996,3,0.67,9.6
Low,0.996,3,0.49,9.5
Low,0.991,3,0.52,12.7
Low,0.994,3,0.54,11
Low,0.997,3,0.5,9.1
Low,0.994,3,0.64,10.2
Low,0.996,3,0.58,10.1
Low,1.001,3,0.5,9.2
Low,0.998,3,0.66,9.4
Low,0.994,3,0.64,10.2
Low,0.998,4,0.71,9.2
Low,0.994,3,0.5,10
Low,0.996,3,0.58,10.1
Low,0.997,3,0.46,9
Low,0.993,3,0.42,9.5
Low,1.001,3,0.53,9.1
High,0.992,3,0.46,13.3
Low,0.997,3,0.55,9.5
Low,0.998,4,0.72,9.2
Low,0.994,3,0.68,10.1
Low,0.998,4,0.72,9.2
Low,0.994,3,0.68,10.1
Low,0.992,3,0.48,11.2
Low,0.996,3,0.55,9.8
Low,0.992,3,0.48,11.2
Low,0.996,3,0.55,9.8
Low,0.996,3,0.46,9.4
Low,0.996,3,0.42,9
Low,0.996,3,0.47,9.4
Low,0.999,3,0.5,8.9
Low,1,3,0.56,9.1
Low,0.994,3,0.5,9.8
Low,0.996,3,0.43,9.4
Low,0.994,3,0.5,10
Low,0.996,3,0.43,9.4
Low,0.998,3,0.75,9.9
Low,0.994,3,0.47,10
Low,0.992,3,1.06,11.5
Low,0.998,3,0.45,9.2
Low,0.993,3,0.6,10
Low,0.998,3,0.45,9.2
Low,0.993,3,0.61,10
Low,0.993,3,0.6,10
Low,0.996,3,0.64,9.8
Low,0.993,3,0.62,10.5
Low,0.994,3,0.63,10.6
Low,0.996,3,0.52,9.4
Low,0.996,3,0.52,9.4
High,0.992,3,0.54,11
Low,0.993,4,0.56,10.8
Low,1,3,0.67,9
Low,0.997,3,0.58,9.6
Low,0.996,3,0.54,10.6
Low,0.996,3,0.54,10.6
Low,0.997,3,0.58,9.6
Low,0.998,3,0.52,9.2
Low,0.998,3,0.52,9.2
Low,0.994,3,0.49,9.5
Low,0.994,3,0.48,9.5
High,0.998,3,0.58,10.3
Low,0.993,3,0.46,8.8
Low,0.998,3,0.44,8.7
Low,0.998,3,0.44,8.7
Low,0.994,3,0.62,10.2
Low,0.992,3,0.51,10.1
Low,0.994,3,0.41,9.5
Low,0.994,3,0.51,9.5
High,0.992,4,0.5,11.6
Low,0.996,3,0.4,10.7
Low,0.997,3,0.54,10.1
High,0.991,3,0.44,11.1
Low,0.995,3,0.53,9.8
Low,0.994,3,0.49,9
High,0.991,3,0.44,11.1
Low,0.995,3,0.48,9.5
Low,0.998,3,0.49,9.4
Low,0.993,3,0.61,10.2
Low,0.994,3,0.5,9.8
Low,0.995,3,0.48,9.5
Low,0.995,3,0.48,9.5
Low,0.996,3,0.49,9
Low,0.995,3,0.55,10.1
Low,0.997,3,0.45,8.8
Low,0.991,3,0.51,11.9
Low,0.991,3,0.51,11.9
Low,0.999,3,0.44,9.3
Low,0.997,3,0.76,10
Low,0.995,3,0.43,9.5
Low,0.999,3,0.44,9.3
Low,0.998,3,0.5,9.7
Low,0.998,3,0.5,9.7
Low,0.992,3,0.48,10.2
Low,0.996,3,0.4,10.8
Low,1,3,0.48,8.8
Low,1,3,0.48,8.8
Low,0.994,3,0.49,11.4
Low,1,3,0.48,8.8
Low,0.995,3,0.52,9.8
Low,0.996,3,0.47,9.4
Low,0.996,3,0.47,9.4
Low,0.995,3,0.43,9.4
Low,0.999,3,0.63,9.4
Low,0.995,3,0.48,9.7
High,0.992,3,0.47,12.3
Low,0.997,3,0.43,9.8
Low,0.997,3,0.68,9
Low,0.996,3,0.46,9.2
Low,0.997,3,0.6,9.4
Low,0.991,3,0.48,9.9
Low,0.992,3,0.52,9.8
High,0.992,3,0.49,12.3
High,0.99,3,0.52,11.9
Low,0.995,3,0.64,10.2
Low,0.997,3,0.56,9.5
High,0.99,3,0.52,11.9
Low,0.996,3,0.5,9.2
Low,0.999,3,0.49,9.7
High,0.991,3,0.6,11.5
High,0.995,3,0.38,10.4
Low,0.993,3,0.41,11.6
Low,0.999,3,0.49,9.7
High,0.995,3,0.38,10.4
High,0.991,3,0.6,11.5
Low,0.993,3,0.51,10.2
Low,0.993,3,0.5,9.8
Low,0.998,3,0.47,9
Low,0.992,3,0.59,10.5
Low,0.995,3,0.38,9.4
Low,0.995,3,0.38,9.4
Low,0.995,3,0.34,10.8
High,0.992,3,0.46,10.7
Low,0.995,3,0.5,10.6
Low,0.998,3,0.42,9.2
Low,0.995,3,0.44,9.5
Low,0.995,3,0.44,9.5
Low,0.992,3,0.5,10
Low,0.997,3,0.47,10.6
Low,0.995,3,0.5,10.6
Low,0.997,3,0.48,10.6
Low,0.998,3,0.42,9.2
Low,0.993,3,0.48,11
Low,0.992,3,0.53,11.2
